cpu node sched    preempt  timer    ipi      elapsedsec    usedsec       idlesec       hltsec        partnerBusyTime bwait         anonsec       handoff  handoffF handoffSF hltEnd   hltIntr  rdispatch  rchoose    irebalresched irebalFailed htWholeCore   htIdleIPI  htSwIPI    htTagAbort htPreempt   exclusiveTo  execStatus   
0   0    3847759154 0      0        148306379 5840345.367  433811.578    2492141.955   5363205.352   13828.864       0.000         15198.997     460687   0        0         1125770794 1695001820 8273793 16500623  182024        0            0             0          0          0          0           0            0            
1   0    648630049 0       0        26324414 5840345.367   422249.878    2492141.955   5380773.956   14069.398       0.000         9993.689      154791   0        0         2862939044 1276209637 5304269 1740071   133348        0            0             0          0          0          0           0            0            
2   0    284970300 0       0        125228407 5840345.367  342326.353    2529712.812   5462723.403   10566.529       0.000         10526.760     339834   0        0         3512826384 732387599 5914091 13878532   130860        0            0             0          0          0          0           0            0            
3   0    789686352 0       0        24049057 5840345.367   438593.390    2529712.812   5368144.500   10791.253       0.000         8534.157      91416    0        0         2948016849 1341922946 4863841 1544394   98300         0            0             0          0          0          0           0            0            
4   0    2080404314 0      0        83220518 5840345.367   436278.418    2515131.940   5368165.806   10809.420       0.000         10510.029     227694   0        0         3876779106 1626674701 6168760 8070966   111460        0            0             0          0          0          0           0            0            
5   0    3886183667 0      0        26466492 5840345.367   373803.069    2515131.940   5434338.576   10813.557       0.000         10487.793     225410   0        0         2348822395 899420936 5749520 1578643    99526         0            0             0          0          0          0           0            0            
6   0    467020108 0       0        57183481 5840345.367   386609.591    2525072.835   5420361.484   10120.794       0.000         10830.239     247369   0        0         2902695547 1165569313 5959621 5219313   99445         0            0             0          0          0          0           0            0            
7   0    440592562 0       0        26800641 5840345.367   403590.107    2525072.835   5404400.541   10192.378       0.000         10205.905     190034   0        0         2757740522 1209745762 5788430 1578429   90541         0            0             0          0          0          0           0            0            
8   0    175964934 0       0        44710731 5840345.367   380806.681    2529295.665   5426916.296   9842.835        0.000         10831.120     232811   0        0         2684671591 1099158295 5860931 3923192   92896         0            0             0          0          0          0           0            0            
9   0    231034639 0       0        26797859 5840345.367   400947.356    2529295.665   5407565.586   9909.397        0.000         10069.871     171024   0        0         2655636058 1116129527 5762386 1633892   85591         0            0             0          0          0          0           0            0            
10  0    354514231 0       0        38337833 5840345.367   384461.343    2529782.033   5423488.476   9741.426        0.000         10649.849     214643   0        0         2740692999 1178532934 5842733 3045052   89450         0            0             0          0          0          0           0            0            
11  0    234276616 0       0        27027977 5840345.367   396319.958    2529782.033   5412232.781   9795.693        0.000         10259.036     196431   0        0         2654394414 1125092681 5882758 1590876   81707         0            0             0          0          0          0           0            0            
12  0    659632105 0       0        32101297 5840345.367   406524.620    2559153.510   5402872.267   8242.482        0.000         8353.675      91946    0        0         2909421997 1353323656 4853829 2596849   71815         0            0             0          0          0          0           0            0            
13  0    2229792108 0      0        23587846 5840345.367   315513.727    2559153.510   5497074.374   8187.950        0.000         9767.994      215099   0        0         1560015610 331109825 5371805 1382336    67712         0            0             0          0          0          0           0            0            
