cpu node sched    preempt  timer    ipi      elapsedsec    usedsec       idlesec       hltsec        partnerBusyTime bwait         anonsec       handoff  handoffF handoffSF hltEnd   hltIntr  rdispatch  rchoose    irebalresched irebalFailed htWholeCore   htIdleIPI  htSwIPI    htTagAbort htPreempt   exclusiveTo  execStatus   
69  0    3830284697 0      0        230578736 5866368.545  778967.096    2226427.455   5009753.638   36983.250       0.000         35642.619     519422   0        0         4141375803 304363987 11865086 34000088  221882        0            621           0          0          0          0           0            0            
70  0    3867119077 0      0        241781257 5866368.545  723704.560    2226841.010   5064904.554   37063.274       0.000         35779.027     655456   0        0         4220805978 186640791 12384669 36086475  236168        0            654           0          0          0          0           0            0            
71  0    1286872406 0      0        212496004 5866368.545  688981.965    2226841.010   5101680.615   37089.572       0.000         35346.656     912052   0        0         2930553490 4119761282 11745855 31996348 216964        0            945           0          0          0          0           0            0            
72  0    2337862806 0      0        193268610 5866368.545  566724.415    2254060.816   5231599.553   32768.218       0.000         32047.479     986665   0        0         1430337478 3301538222 10960975 29631737 202661        0            688           0          0          0          0           0            0            
73  0    3942680278 0      0        228666284 5866368.545  791522.497    2254060.816   5001702.691   33186.974       0.000         34919.316     484358   0        0         4202772197 290732234 11827679 32710637  183663        0            597           0          0          0          0           0            0            
74  0    1746891678 0      0        217295006 5866368.545  684608.822    2289505.531   5112354.815   31403.535       0.000         33896.121     669098   0        0         3181265600 3982828975 11670581 32140692 183047        0            584           0          0          0          0           0            0            
75  0    1609844898 0      0        184900624 5866368.545  602748.659    2289505.531   5197990.127   31409.325       0.000         31037.275     688289   0        0         1043434456 3117272432 10241255 27932018 169967        0            288           0          0          0          0           0            0            
76  0    2312094920 0      0        224644071 5866368.545  673095.090    2224082.525   5116388.143   37281.666       0.000         36190.032     877344   0        0         3433638893 4532894 12356850  33998929   219148        0            886           0          0          0          0           0            0            
77  0    2962532669 0      0        225771024 5866368.545  745108.404    2224082.525   5043569.131   37559.413       0.000         35362.844     549180   0        0         3730026019 101380212 11676244 33518208  198808        0            458           0          0          0          0           0            0            
78  0    260235903 0       0        232245077 5866368.545  773557.272    2276923.382   5020993.922   31407.052       0.000         35317.294     437742   0        0         220629497 450141337 12046926 33600052   169833        0            554           0          0          0          0           0            0            
79  0    512232938 0       0        172501021 5866368.545  538964.509    2276923.382   5262802.985   31159.825       0.000         31838.758     899228   0        0         518984902 2921535834 10094734 26400613  160827        0            350           0          0          0          0           0            0            
80  0    3751386249 0      0        231060667 5866368.545  725339.354    2257590.367   5067196.408   33968.225       0.000         35816.923     524581   0        0         4125021289 261581601 12146431 33637143  181333        0            431           0          0          0          0           0            0            
81  0    3354547211 0      0        193803391 5866368.545  625848.457    2257590.367   5170760.317   33922.864       0.000         33354.485     882799   0        0         1876416840 3598786933 11129914 29241549 169302        0            394           0          0          0          0           0            0            
82  0    522455416 0       0        207169401 5866368.545  627364.010    2247967.132   5166720.938   34474.222       0.000         34901.313     760813   0        0         2577283980 3865977916 11413329 30568743 183016        0            503           0          0          0          0           0            0            
83  0    2356993005 0      0        214941414 5866368.545  743070.271    2247967.132   5049784.577   34814.338       0.000         33709.360     362537   0        0         3457530378 4292344211 10851423 31294964 166057        0            707           0          0          0          0           0            0            
84  0    111198663 0       0        199793820 5866368.545  601641.867    2241679.466   5192639.588   35119.368       0.000         35573.258     938033   0        0         2375580992 3864314982 11824922 30132083 182497        0            670           0          0          0          0           0            0            
85  0    3981557100 0      0        225352838 5866368.545  781367.746    2241679.466   5009290.173   35535.690       0.000         35901.321     506877   0        0         4224291403 379748099 11845592 31961804  164651        0            502           0          0          0          0           0            0            
86  0    2262720943 0      0        218857068 5866368.545  667664.559    2229762.026   5121795.290   36951.003       0.000         36955.974     847619   0        0         3401887091 57511915 12326552 32151333   187324        0            566           0          0          0          0           0            0            
87  0    2906573424 0      0        219567559 5866368.545  739179.934    2229762.026   5050123.035   37243.661       0.000         36118.309     621130   0        0         3709756443 129156331 11763427 31815332  171728        0            836           0          0          0          0           0            0            
88  0    785682033 0       0        207099993 5866368.545  656002.215    2274066.140   5139405.711   33275.325       0.000         33760.910     482086   0        0         2707987096 3856529393 10966085 30601776 159161        0            454           0          0          0          0           0            0            
89  0    3956892087 0      0        198043116 5866368.545  662234.049    2274066.140   5133987.043   33378.503       0.000         33386.982     655620   0        0         2161059713 3613146991 10786076 29191074 147938        0            585           0          0          0          0           0            0            
90  0    716817910 0       0        205103170 5866368.545  623130.733    2252782.841   5171205.745   34749.531       0.000         35095.240     781627   0        0         2668825986 3994077247 11767451 30453866 165547        0            493           0          0          0          0           0            0            
91  0    3042099603 0      0        221013869 5866368.545  737672.129    2252782.841   5054606.142   35061.201       0.000         35476.099     564282   0        0         3777366081 119937394 11922990 31592600  151325        0            660           0          0          0          0           0            0            
92  0    555196361 0       0        205596028 5866368.545  648057.823    2293022.147   5150263.441   30909.043       0.000         33220.636     508498   0        0         2606668744 3807028779 10917691 29731531 139610        0            630           0          0          0          0           0            0            
93  0    3058286249 0      0        188371138 5866368.545  632266.428    2293022.147   5168025.150   31014.032       0.000         31413.518     540890   0        0         1744008352 3425987612 10131169 27626263 129287        0            611           0          0          0          0           0            0            
94  0    2569389686 0      0        183318152 5866368.545  550377.419    2276174.090   5248570.895   31716.264       0.000         34865.360     850935   0        0         1492087423 3460468618 10821816 26867292 141905        0            409           0          0          0          0           0            0            
95  0    3001820115 0      0        213649480 5866368.545  763642.945    2276174.090   5031426.303   32161.452       0.000         35807.498     572869   0        0         3753619814 182001752 11546868 30428379  129819        0            536           0          0          0          0           0            0            
96  0    1211728491 0      0        208182138 5866368.545  630104.458    2258515.959   5164174.861   34412.876       0.000         35579.899     808033   0        0         2899991659 4106215919 12041346 30324925 152110        0            551           0          0          0          0           0            0            
97  0    2463865790 0      0        214706634 5866368.545  719232.168    2258515.959   5073780.690   34699.368       0.000         35068.764     565274   0        0         3496170579 22318468 11696804 30944022   138959        0            336           0          0          0          0           0            0            
98  0    3310855859 0      0        192112755 5866368.545  591975.553    2280295.461   5206374.815   32319.723       0.000         32428.467     527108   0        0         1856433995 3535290504 10774610 28709852 137389        0            896           0          0          0          0           0            0            
99  0    1663763368 0      0        212510289 5866368.545  713802.069    2280295.461   5082145.198   32619.485       0.000         33797.502     569033   0        0         3120553129 4014574458 11406705 30738540 125627        0            209           0          0          0          0           0            0            
100 0    2607969643 0      0        215368185 5866368.545  687488.477    2278776.253   5107081.071   32462.224       0.000         35118.712     453328   0        0         3567159440 36277008 11539236 30670765   133267        0            584           0          0          0          0           0            0            
101 0    3058516709 0      0        189282333 5866368.545  621327.562    2278776.253   5176842.255   32465.963       0.000         33433.213     784964   0        0         1729601404 3516813244 10957573 28009188 125470        0            522           0          0          0          0           0            0            
102 0    2713182091 0      0        191745646 5866368.545  586800.657    2308096.719   5213603.844   30443.870       0.000         33141.025     489263   0        0         1577928171 3331551241 10423543 28386218 120899        0            411           0          0          0          0           0            0            
103 0    3962494578 0      0        195823776 5866368.545  663374.451    2308096.719   5136225.412   30667.902       0.000         33094.920     606165   0        0         2172867256 3591106622 10747844 28847235 111748        0            451           0          0          0          0           0            0            
104 0    281206953 0       0        200711740 5866368.545  631343.667    2304096.732   5167694.630   30617.037       0.000         33995.640     601607   0        0         2458455397 3846060602 11255614 29073216 120582        0            622           0          0          0          0           0            0            
105 0    3732711079 0      0        195772379 5866368.545  626831.413    2304096.732   5172822.071   30756.576       0.000         33760.788     620787   0        0         2046960332 3557208539 10917142 28754093 110268        0            311           0          0          0          0           0            0            
106 0    758897972 0       0        172530867 5866368.545  498337.355    2297146.965   5304197.009   29670.062       0.000         33102.913     842594   0        0         621314685 3028320842 10425655 25508352  115326        0            506           0          0          0          0           0            0            
107 0    3109235426 0      0        216669233 5866368.545  773737.260    2297146.965   5023153.426   30214.657       0.000         34951.496     459374   0        0         3807916615 144135193 11315488 30507585  104368        0            619           0          0          0          0           0            0            
108 0    4072363901 0      0        197299026 5866368.545  583604.761    2273553.647   5212713.843   33114.342       0.000         36041.917     836812   0        0         2212109186 3814835256 11327374 29167141 129601        0            722           0          0          0          0           0            0            
109 0    2390004965 0      0        214748830 5866368.545  735656.489    2273553.647   5058416.404   33571.334       0.000         34684.356     358806   0        0         3467153301 4655512 10849300  31069436   115709        0            637           0          0          0          0           0            0            
110 0    2416154622 0      0        219083736 5866368.545  651700.596    2269692.683   5140224.656   35063.162       0.000         38489.281     858977   0        0         3466541480 140359182 12671987 31942780  132661        0            455           0          0          0          0           0            0            
111 0    2483865931 0      0        219629327 5866368.545  675282.583    2269692.683   5116586.474   35188.798       0.000         38133.552     793830   0        0         3492786892 49522180 12373450 32022394   123965        0            386           0          0          0          0           0            0            
